year,Name,Title,ActorId,ActorId,MovieId,Country,genre
2000,Blythe Danner,Meet the Parents,498,498,188,America,Romance
1999,Bob Griffin,The Blair Witch Project,832,832,707,America,#N/A
1994,Bob Gunton,The Shawshank Redemption,185,185,308,America,Drama
1991,Bob Hoskins,Hook,1176,1176,45,America,Comedy
#N/A,Bob Hoskins,Who Framed Roger Rabbit,1176,1176,814,#N/A,Comedy
#N/A,Bob Newhart,Elf,813,813,556,#N/A,Comedy
2012,Bokeem Woodbine,Total Recall 2,1603,1603,841,Asia,#N/A
1988,Bonnie Bedelia,Die Hard,522,522,455,Other countries,#N/A
1990,Bonnie Bedelia,Die Hard 2,522,522,290,America,#N/A
2006,Bonnie Hunt,Cars,61,61,641,Asia,Comedy
1995,Bonnie Hunt,Jumanji,61,61,729,America,Comedy
1999,Bonnie Hunt,The Green Mile,61,61,727,Asia,Drama
2007,Brad Garrett,Ratatouille,359,359,217,America,Comedy
2013,Brad Pitt,12 Years a Slave,746,746,864,Asia,Biography
2006,Brad Pitt,Babel,746,746,41,America,Drama
2008,Brad Pitt,Burn After Reading,746,746,858,America,Comedy
1999,Brad Pitt,Fight Club,746,746,776,America,Drama
2014,Brad Pitt,Fury,746,746,934,America,Drama
2009,Brad Pitt,Inglourious Basterds,746,746,645,America,Drama
1994,Brad Pitt,Interview with the Vampire: The Vampire Chronicles,746,746,801,America,Drama
#N/A,Brad Pitt,Meet Joe Black,746,746,116,#N/A,Romance
2010,Brad Pitt,Megamind,746,746,887,America,Comedy
2011,Brad Pitt,Moneyball,746,746,948,Other countries,Biography
2005,Brad Pitt,Mr. & Mrs. Smith,746,746,131,Asia,Comedy
#N/A,Brad Pitt,Ocean's Eleven,746,746,68,#N/A,#N/A
2007,Brad Pitt,Ocean's Thirteen,746,746,976,Asia,#N/A
#N/A,Brad Pitt,Ocean's Twelve,746,746,373,#N/A,#N/A
1995,Brad Pitt,Se7en,746,746,109,America,Drama
1996,Brad Pitt,Sleepers,746,746,406,America,Drama
2000,Brad Pitt,Snatch,746,746,704,America,Comedy
2015,Brad Pitt,The Big Short,746,746,777,America,Comedy
#N/A,Brad Pitt,The Curious Case of Benjamin Button,746,746,279,#N/A,Romance
2004,Brad Pitt,Troy,746,746,994,Other countries,Drama
1995,Brad Pitt,Twelve Monkeys,746,746,414,America,#N/A
2013,Brad Pitt,World War Z,746,746,589,America,#N/A
2013,Bradley Cooper,American Hustle,519,519,533,Other countries,Drama
#N/A,Bradley Cooper,American Sniper,519,519,571,#N/A,Biography
2014,Bradley Cooper,Guardians of the Galaxy,519,519,234,America,Comedy
2011,Bradley Cooper,Limitless,519,519,122,Asia,Sci-Fi
2012,Bradley Cooper,Silver Linings Playbook,519,519,274,Other countries,Romance
2010,Bradley Cooper,The A-Team,519,519,195,America,Comedy
#N/A,Bradley Cooper,The Hangover,519,519,909,#N/A,Comedy
2011,Bradley Cooper,The Hangover Part II,519,519,978,America,Comedy
2013,Bradley Cooper,The Hangover Part III,519,519,111,America,Comedy
2012,Bradley Cooper,The Place Beyond the Pines,519,519,421,America,Drama
2008,Bradley Cooper,Yes Man,519,519,708,Other countries,Romance
2006,Brandon Routh,Superman Returns,1174,1174,693,America,#N/A
2010,Brandon T. Jackson,Percy Jackson & the Olympians: The Lightning Thief,1333,1333,696,Asia,#N/A
2009,Bree Turner,The Ugly Truth,674,674,695,Other countries,Romance
2007,Brenda Blethyn,Atonement,1824,1824,870,America,Romance
2005,Brenda Blethyn,Pride & Prejudice,1824,1824,974,America,Romance
1999,Brendan Fraser,The Mummy,804,804,261,Other countries,#N/A
2001,Brendan Fraser,The Mummy Returns,804,804,192,America,#N/A
2016,Brendan Gleeson,Assassin's Creed,179,179,804,Asia,#N/A
2014,Brendan Gleeson,Edge of Tomorrow,179,179,378,America,#N/A
2007,Brendan Gleeson,Harry Potter and the Order of the Phoenix,179,179,65,Other countries,#N/A
2008,Brendan Gleeson,In Bruges,179,179,944,America,Comedy
1999,Brian Blessed,Tarzan,204,204,499,Other countries,Animation
2004,Brian Cox,The Bourne Supremacy,528,528,359,America,#N/A
2002,Brian Cox,The Ring,528,528,233,America,#N/A
#N/A,Brian Dennehy,First Blood,1125,1125,999,#N/A,#N/A
2008,Brian Geraghty,The Hurt Locker,1302,1302,204,Other countries,Drama
2006,Brian Howe,The Pursuit of Happyness,599,599,670,America,Biography
1994,Brian O'Halloran,Clerks,730,730,794,America,Comedy
1997,Bridget Fonda,Jackie Brown,256,256,631,America,Drama
2011,Bridget Moynahan,Battle Los Angeles,648,648,294,America,#N/A
#N/A,Bridget Moynahan,"I, Robot",648,648,525,#N/A,Drama
2005,Bridget Moynahan,Lord of War,648,648,600,America,Drama
2012,Brie Larson,21 Jump Street,773,773,263,America,Comedy
#N/A,Brie Larson,Room,773,773,147,#N/A,Drama
2015,Britt Robertson,Tomorrowland,75,75,563,America,#N/A
#N/A,Brittany Murphy,8 Mile,217,217,619,#N/A,Music
2012,Brittany Snow,Pitch Perfect,1805,1805,305,America,Romance
2012,Brooklyn Decker,Battleship,557,557,988,Other countries,#N/A
2011,Brooklyn Decker,Just Go with It,557,557,161,America,Romance
2010,Bruce Boxleitner,Tron,1772,1772,844,America,#N/A
2009,Bruce Campbell,Cloudy with a Chance of Meatballs,1557,1557,915,America,Animation
1981,Bruce Campbell,The Evil Dead,1557,1557,996,America,#N/A
#N/A,Bruce Greenwood,"I, Robot",1725,1725,525,#N/A,Drama
2013,Bruce Willis,A Good Day to Die Hard,1061,1061,705,America,#N/A
1998,Bruce Willis,Armageddon,1061,1061,164,America,Sci-Fi
1988,Bruce Willis,Die Hard,1061,1061,455,Other countries,#N/A
1990,Bruce Willis,Die Hard 2,1061,1061,290,America,#N/A
1995,Bruce Willis,Die Hard: With a Vengeance,1061,1061,522,Asia,#N/A
2007,Bruce Willis,Live Free or Die Hard,1061,1061,972,Asia,#N/A
2012,Bruce Willis,Looper,1061,1061,751,America,Drama
2012,Bruce Willis,Moonrise Kingdom,1061,1061,254,America,Comedy
1994,Bruce Willis,Pulp Fiction,1061,1061,151,America,Drama
2010,Bruce Willis,RED,1061,1061,282,America,Comedy
2005,Bruce Willis,Sin City,1061,1061,31,America,#N/A
2009,Bruce Willis,Surrogates,1061,1061,723,America,#N/A
1997,Bruce Willis,The Fifth Element,1061,1061,830,America,#N/A
1999,Bruce Willis,The Sixth Sense,1061,1061,920,Other countries,Drama
1995,Bruce Willis,Twelve Monkeys,1061,1061,414,America,#N/A
2000,Bruce Willis,Unbreakable,1061,1061,231,America,Drama
2004,Bruno Ganz,Der Untergang,400,400,426,America,Biography
2008,Bruno Ganz,The Reader,400,400,953,Other countries,Romance
1997,Bruno Kirby,Donnie Brasco,1323,1323,49,America,Biography
1989,Bruno Kirby,When Harry Met Sally...,1323,1323,227,America,Romance
2012,Bryan Cranston,Argo,223,223,110,Other countries,Biography
2011,Bryan Cranston,Drive,223,223,346,Asia,Drama
2014,Bryan Cranston,Godzilla 2,223,223,480,Other countries,#N/A
2012,Bryan Cranston,Total Recall 2,223,223,841,Asia,#N/A
2011,Bryce Dallas Howard,50/50,229,229,117,America,Romance
2015,Bryce Dallas Howard,Jurassic World,229,229,632,Other countries,#N/A
2011,Bryce Dallas Howard,The Help,229,229,229,America,Drama
2004,Bryce Dallas Howard,The Village,229,229,146,America,Drama
1999,Bud Cort,Dogma,1599,1599,17,America,Comedy
1997,Burt Reynolds,Boogie Nights,808,808,647,America,Drama
#N/A,Burt Young,Rocky,1795,1795,717,#N/A,Sport
2006,Burt Young,Rocky Balboa,1795,1795,664,Asia,Sport
1979,Burt Young,Rocky II,1795,1795,585,America,Sport
1985,Burt Young,Rocky IV,1795,1795,465,Asia,Sport
1993,Buzz Kilman,Philadelphia,216,216,560,America,Drama
2013,Byung-Hun Lee,G.I. Joe: Retaliation,690,690,828,America,#N/A
1980,Cab Calloway,The Blues Brothers,1129,1129,453,America,Comedy
2005,Cameron Bright,Thank You for Smoking,1378,1378,812,Other countries,Comedy
2011,Cameron Diaz,Bad Teacher,404,404,867,Asia,Romance
1999,Cameron Diaz,Being John Malkovich,404,404,93,Asia,Comedy
2000,Cameron Diaz,Charlie's Angels,404,404,713,Other countries,Comedy
2002,Cameron Diaz,Gangs of New York,404,404,605,America,Drama
2010,Cameron Diaz,Knight and Day,404,404,441,Other countries,Comedy
2001,Cameron Diaz,Shrek,404,404,679,America,Comedy
2004,Cameron Diaz,Shrek 2,404,404,72,Other countries,Comedy
2010,Cameron Diaz,Shrek Forever After,404,404,336,America,Comedy
2007,Cameron Diaz,Shrek the Third,404,404,640,America,Comedy
2006,Cameron Diaz,The Holiday,404,404,661,America,Romance
1994,Cameron Diaz,The Mask,404,404,494,Other countries,Comedy
1998,Cameron Diaz,There's Something About Mary,404,404,379,America,Romance
2001,Cameron Diaz,Vanilla Sky,404,404,396,Other countries,Romance
2000,Candice Bergen,Miss Congeniality,504,504,301,Asia,Comedy
2011,Carey Mulligan,Drive,1334,1334,346,Asia,Drama
#N/A,Carey Mulligan,Shame,1334,1334,759,#N/A,Drama
2013,Carey Mulligan,The Great Gatsby,1334,1334,781,Other countries,Romance
2008,Carice van Houten,Valkyrie,1266,1266,951,America,Drama
1987,Carl Weathers,Predator,1549,1549,176,Asia,#N/A
#N/A,Carl Weathers,Rocky,1549,1549,717,#N/A,Sport
1979,Carl Weathers,Rocky II,1549,1549,585,America,Sport
1985,Carl Weathers,Rocky IV,1549,1549,465,Asia,Sport
2006,Carla Gugino,Night at the Museum,1420,1420,2,America,Comedy
2015,Carla Gugino,San Andreas,1420,1420,313,Asia,Drama
2009,Carla Gugino,Watchmen,1420,1420,987,America,Drama
2009,Carla Quevedo,El secreto de sus ojos,77,77,513,America,Romance
2006,Carlos Sanz,Crank,1211,1211,797,Europe,#N/A
2000,Carmen Electra,Scary Movie,95,95,699,America,Comedy
1977,Carol Kane,Annie Hall,218,218,899,America,Romance
1993,Caroline Goodall,Schindler's List,618,618,312,America,Biography
#N/A,Carrie Fisher,Star Wars,170,170,836,#N/A,#N/A
1980,Carrie Fisher,Star Wars: Episode V - The Empire Strikes Back,170,170,464,America,#N/A
1983,Carrie Fisher,Star Wars: Episode VI - Return of the Jedi,170,170,565,America,#N/A
1989,Carrie Fisher,When Harry Met Sally...,170,170,227,America,Romance
1986,Carrie Henn,Aliens,786,786,371,America,#N/A
2000,Carrie-Anne Moss,Chocolat,1121,1121,746,Asia,Romance
2007,Carrie-Anne Moss,Disturbia,1121,1121,491,Asia,Drama
2000,Carrie-Anne Moss,Memento,1121,1121,479,Other countries,#N/A
1999,Carrie-Anne Moss,The Matrix,1121,1121,547,America,#N/A
2003,Carrie-Anne Moss,The Matrix Reloaded,1121,1121,337,Asia,#N/A
#N/A,Carrie-Anne Moss,The Matrix Revolutions,1121,1121,971,#N/A,#N/A
2011,Cary Elwes,No Strings Attached,1072,1072,569,America,Romance
2004,Cary Elwes,Saw,1072,1072,466,Other countries,#N/A
1987,Cary Elwes,The Princess Bride,1072,1072,314,America,#N/A
1996,Cary Elwes,Twister,1072,1072,339,Other countries,Drama
1959,Cary Grant,North by Northwest,551,551,245,America,#N/A
#N/A,Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale,1405,1405,617,#N/A,Drama
2007,Casey Affleck,Gone Baby Gone,546,546,165,America,Drama
2016,Casey Affleck,Manchester by the Sea,546,546,743,Other countries,Drama
1997,Casper Van Dien,Starship Troopers,409,409,630,Other countries,#N/A
2006,Cate Blanchett,Babel,189,189,41,America,Drama
2013,Cate Blanchett,Blue Jasmine,189,189,145,America,Drama
2011,Cate Blanchett,Hanna,189,189,293,Europe,Drama
2014,Cate Blanchett,How to Train Your Dragon 2,189,189,252,America,Animation
2008,Cate Blanchett,Indiana Jones and the Kingdom of the Crystal Skull,189,189,105,America,#N/A
2010,Cate Blanchett,Robin Hood,189,189,593,America,Drama
2004,Cate Blanchett,The Aviator,189,189,644,America,Biography
#N/A,Cate Blanchett,The Curious Case of Benjamin Button,189,189,279,#N/A,Romance
2014,Cate Blanchett,The Hobbit: The Battle of the Five Armies,189,189,625,America,#N/A
2004,Cate Blanchett,The Life Aquatic with Steve Zissou,189,189,133,America,Comedy
1999,Cate Blanchett,The Talented Mr. Ripley,189,189,125,America,Drama
1999,Catherine Keener,Being John Malkovich,582,582,93,Asia,Comedy
2013,Catherine Keener,Captain Phillips,582,582,800,Other countries,Biography
#N/A,Catherine Keener,Into the Wild,582,582,567,#N/A,Biography
2005,Catherine Keener,The 40 Year Old Virgin,582,582,235,Other countries,Romance
2013,Catherine Keener,The Croods,582,582,244,America,Animation
1992,Catherine O'Hara,Home Alone 2: Lost in New York,761,761,919,America,Comedy
1993,Catherine O'Hara,The Nightmare Before Christmas,761,761,189,America,Animation
2002,Catherine Zeta-Jones,Chicago,1812,1812,689,America,Comedy
#N/A,Catherine Zeta-Jones,Ocean's Twelve,1812,1812,373,#N/A,#N/A
2013,Catherine Zeta-Jones,Side Effects,1812,1812,851,Other countries,Drama
2004,Catherine Zeta-Jones,The Terminal,1812,1812,267,America,Romance
2000,Catherine Zeta-Jones,Traffic,1812,1812,904,America,Drama
1980,Cathy Moriarty,Raging Bull,1381,1381,853,America,Biography
2009,CCH Pounder,Orphan,1735,1735,855,Other countries,#N/A
2009,Chandler Canterbury,Knowing,1767,1767,549,America,Drama
2012,Channing Tatum,21 Jump Street,1224,1224,263,America,Comedy
2014,Channing Tatum,22 Jump Street,1224,1224,574,Other countries,Comedy
2013,Channing Tatum,G.I. Joe: Retaliation,1224,1224,828,America,#N/A
2009,Channing Tatum,G.I. Joe: The Rise of Cobra,1224,1224,711,America,#N/A
2015,Channing Tatum,Jupiter Ascending,1224,1224,46,America,Sci-Fi
2013,Channing Tatum,Side Effects,1224,1224,851,Other countries,Drama
2012,Channing Tatum,The Vow,1224,1224,285,America,Romance
2013,Channing Tatum,White House Down,1224,1224,901,America,Drama
1968,Charles Bronson,C'era una volta il West,1230,1230,561,America,#N/A
1963,Charles Bronson,The Great Escape,1230,1230,947,America,Drama
1936,Charles Chaplin,Modern Times,881,881,89,Other countries,Comedy
#N/A,Charles Chaplin,The Great Dictator,881,881,375,#N/A,Comedy
#N/A,Charles Dance,Alien³,918,918,956,#N/A,#N/A
2016,Charles Dance,Me Before You,918,918,785,Asia,Romance
1973,Charles Durning,The Sting,1620,1620,427,America,Comedy
#N/A,Charles Fleischer,Who Framed Roger Rabbit,82,82,814,#N/A,Comedy
1987,Charles Martin Smith,The Untouchables,129,129,366,America,Drama
#N/A,Charles S. Dutton,Alien³,1651,1651,956,#N/A,#N/A
2007,Charlie Cox,Stardust,1515,1515,90,America,#N/A
2011,Charlie Day,Horrible Bosses,1165,1165,553,Africa,Comedy
2013,Charlie Day,Pacific Rim,1165,1165,868,America,#N/A
2013,Charlie Hunnam,Pacific Rim,476,476,868,America,#N/A
#N/A,Charlie Sheen,Platoon,106,106,878,#N/A,Drama
2007,Charlie Tahan,I Am Legend,1600,1600,557,America,Drama
2014,Charlize Theron,A Million Ways to Die in the West,689,689,637,America,Comedy
2008,Charlize Theron,Hancock,689,689,179,Other countries,Drama
#N/A,Charlize Theron,Mad Max: Fury Road,689,689,385,#N/A,#N/A
#N/A,Charlize Theron,Prometheus,689,689,250,#N/A,#N/A
2012,Charlize Theron,Snow White and the Huntsman,689,689,802,America,Drama
1997,Charlize Theron,The Devil's Advocate,689,689,344,America,Drama
2003,Charlize Theron,The Italian Job,689,689,174,America,#N/A
2009,Charlize Theron,The Road,689,689,946,Asia,Drama
2016,Charlotte Le Bon,The Promise,1337,1337,607,Other countries,Drama
#N/A,Charlton Heston,Ben-Hur,158,158,456,#N/A,Drama
1995,Chazz Palminteri,The Usual Suspects,1628,1628,356,America,#N/A
1995,Cheech Marin,Desperado,1597,1597,395,America,#N/A
2000,Chen Chang,Wo hu cang long,661,661,536,America,#N/A
2006,Chester,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1656,1656,653,America,Comedy
1936,Chester Conklin,Modern Times,435,435,89,Other countries,Comedy
2004,Chi McBride,The Terminal,1016,1016,267,America,Romance
#N/A,Chieko Baishô,Hauru no ugoku shiro,322,322,213,#N/A,Animation
1988,Chika Sakamoto,Tonari no Totoro,1240,1240,787,Asia,Animation
2013,Chiwetel Ejiofor,12 Years a Slave,862,862,864,Asia,Biography
2009,Chiwetel Ejiofor,2012,862,862,278,Other countries,#N/A
2007,Chiwetel Ejiofor,American Gangster,862,862,160,America,Biography
2006,Chiwetel Ejiofor,Children of Men,862,862,954,America,Drama
2016,Chiwetel Ejiofor,Doctor Strange,862,862,19,America,#N/A
2010,Chiwetel Ejiofor,Salt,862,862,771,Other countries,#N/A
2005,Chiwetel Ejiofor,Serenity,862,862,197,America,#N/A
#N/A,Chloë Grace Moretz,(500) Days of Summer,15,15,894,#N/A,Romance
2011,Chloë Grace Moretz,Hugo,15,15,538,America,Drama
2010,Chloë Grace Moretz,Kick-Ass,15,15,162,America,Comedy
#N/A,Chloë Grace Moretz,Kick-Ass 2,15,15,323,#N/A,Comedy
2014,Chloë Grace Moretz,The Equalizer,15,15,558,Other countries,#N/A
2002,Chris Cooper,Adaptation.,148,148,28,America,Comedy
2002,Chris Cooper,The Bourne Identity,148,148,710,America,#N/A
1993,Chris Elliott,Groundhog Day,59,59,178,America,Romance
2007,Chris Evans,4: Rise of the Silver Surfer,1004,1004,115,America,#N/A
2015,Chris Evans,Avengers: Age of Ultron,1004,1004,270,Asia,#N/A
2016,Chris Evans,Captain America: Civil War,1004,1004,810,America,#N/A
#N/A,Chris Evans,Captain America: The First Avenger,1004,1004,866,#N/A,#N/A
2014,Chris Evans,Captain America: The Winter Soldier,1004,1004,566,Other countries,#N/A
2005,Chris Evans,Fantastic Four,1004,1004,818,Other countries,#N/A
2013,Chris Evans,Snowpiercer,1004,1004,742,Asia,Drama
2007,Chris Evans,Sunshine,1004,1004,540,Other countries,#N/A
2012,Chris Evans,The Avengers,1004,1004,906,Other countries,#N/A
2015,Chris Hemsworth,Avengers: Age of Ultron,1005,1005,270,Asia,#N/A
2013,Chris Hemsworth,Rush,1005,1005,114,Other countries,Biography
2012,Chris Hemsworth,Snow White and the Huntsman,1005,1005,802,America,Drama
2011,Chris Hemsworth,The Cabin in the Woods,1005,1005,550,America,Comedy
2011,Chris Hemsworth,Thor,1005,1005,462,America,#N/A
2013,Chris Hemsworth,Thor: The Dark World,1005,1005,70,Other countries,#N/A
1999,Chris Klein,American Pie,1134,1134,136,America,Comedy
2012,Chris Klein,American Reunion,1134,1134,215,America,Comedy
1997,Chris O'Donnell,Batman & Robin,1726,1726,749,Asia,#N/A
1992,Chris O'Donnell,Scent of a Woman,1726,1726,666,America,Drama
1992,Chris Penn,Reservoir Dogs,192,192,124,America,Drama
2016,Chris Pine,Hell or High Water,369,369,602,America,Drama
2009,Chris Pine,Star Trek,369,369,744,Other countries,#N/A
2016,Chris Pine,Star Trek Beyond,369,369,654,Other countries,#N/A
2013,Chris Pine,Star Trek Into Darkness,369,369,667,America,#N/A
2012,Chris Pine,This Means War,369,369,56,Asia,Romance
#N/A,Chris Pine,Unstoppable,369,369,410,#N/A,#N/A
2014,Chris Pratt,Guardians of the Galaxy,1280,1280,234,America,Comedy
2015,Chris Pratt,Jurassic World,1280,1280,632,Other countries,#N/A
2016,Chris Pratt,Passengers,1280,1280,262,America,Romance
2014,Chris Pratt,The Lego Movie,1280,1280,481,America,Animation
2016,Chris Pratt,The Magnificent Seven,1280,1280,726,America,#N/A
2012,Chris Pratt,Zero Dark Thirty,1280,1280,542,Other countries,Drama
2010,Chris Rock,Grown Ups,1065,1065,360,Other countries,Comedy
2005,Chris Rock,Madagascar,1065,1065,835,America,Comedy
2008,Chris Rock,Madagascar: Escape 2 Africa,1065,1065,856,Asia,Comedy
1993,Chris Sarandon,The Nightmare Before Christmas,753,753,189,America,Animation
1987,Chris Sarandon,The Princess Bride,753,753,314,America,#N/A
1998,Chris Tucker,Rush Hour,1513,1513,757,Africa,Comedy
2001,Chris Tucker,Rush Hour 2,1513,1513,253,America,Comedy
2007,Christian Bale,3:10 to Yuma,1745,1745,950,Asia,Drama
2013,Christian Bale,American Hustle,1745,1745,533,Other countries,Drama
2000,Christian Bale,American Psycho,1745,1745,508,America,Drama
2005,Christian Bale,Batman Begins,1745,1745,586,Asia,#N/A
2002,Christian Bale,Equilibrium,1745,1745,389,Other countries,Drama
2009,Christian Bale,Public Enemies,1745,1745,450,America,Biography
2009,Christian Bale,Terminator Salvation,1745,1745,196,America,#N/A
2015,Christian Bale,The Big Short,1745,1745,777,America,Comedy
2008,Christian Bale,The Dark Knight,1745,1745,498,America,Drama
2012,Christian Bale,The Dark Knight Rises,1745,1745,779,America,#N/A
2010,Christian Bale,The Fighter,1745,1745,484,America,Biography
2004,Christian Bale,The Machinist,1745,1745,926,Other countries,Drama
#N/A,Christian Bale,The Prestige,1745,1745,502,#N/A,Drama
2016,Christian Bale,The Promise,1745,1745,607,Other countries,Drama
1991,Christian Slater,Robin Hood: Prince of Thieves,771,771,243,Other countries,Drama
1993,Christian Slater,True Romance,771,771,258,Asia,Romance
2009,Christian Stolte,Public Enemies,873,873,450,America,Biography
2004,Christina Applegate,Anchorman: The Legend of Ron Burgundy,1611,1611,983,America,Comedy
2009,Christina Jastrzembska,The Twilight Saga: New Moon,56,56,112,Other countries,Drama
1999,Christina Ricci,Sleepy Hollow,547,547,237,America,#N/A
2004,Christine Taylor,Dodgeball: A True Underdog Story,1661,1661,445,America,Comedy
